Pauta ID,Turma ID,Turma,Matéria ID,Matéria,Professor ID,Professor,Data,Tempo,Contrato ID,Aluno ID,Presente,Justificativa,Reposição
,430,20/Eng 03,23605,Módulo E3 - English 1.0,133425,Samuel,2022-06-20T14:00:00,03:00:00,8500,106886,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-09-29T14:00:00,02:00:00,7643,103797,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7645,103801,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7647,103809,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7649,103812,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7650,103814,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7652,103817,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7655,103823,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7656,103827,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7657,103831,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7660,103840,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7661,103841,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7662,103843,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7663,103846,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7664,103851,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7667,103858,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7668,103860,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7669,103862,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7670,103864,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7671,103866,True,,
,433,19/FMA 08,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-10T14:00:00,02:00:00,7665,103853,True,,
,434,20/FMA 04,23581,Módulo F3 - Primeiros Socorros e Biossegurança,102711,Julio Cesar da Silva Campos,2020-09-15T19:00:00,02:00:00,7696,103937,True,,
,434,20/FMA 04,23581,Módulo F3 - Primeiros Socorros e Biossegurança,102711,Julio Cesar da Silva Campos,2020-09-29T19:00:00,02:00:00,7732,103948,False,,
,434,20/FMA 04,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2021-02-23T19:00:00,02:00:00,7695,103934,True,,
,434,20/FMA 04,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-16T19:00:00,02:00:00,7700,103946,True,,
,434,20/FMA 04,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-16T19:00:00,02:00:00,7698,103941,True,,
,434,20/FMA 04,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-16T19:00:00,02:00:00,7697,103940,True,,
,435,19/FMA 09,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-12T10:00:00,02:00:00,7499,103464,True,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-08-26T10:00:00,02:00:00,7479,103446,False,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-08-26T10:00:00,02:00:00,7481,103450,False,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-09-30T10:00:00,02:00:00,7459,103414,False,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-09-30T10:00:00,02:00:00,7480,103448,True,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-11T10:00:00,02:00:00,7456,103405,True,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-11T10:00:00,02:00:00,7461,103416,True,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-11T10:00:00,02:00:00,7462,103418,True,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-11T10:00:00,02:00:00,7466,103427,True,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-11T10:00:00,02:00:00,7465,103425,True,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-11T10:00:00,02:00:00,7468,103429,True,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-11T10:00:00,02:00:00,7469,103431,False,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-11T10:00:00,02:00:00,7471,103434,True,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-11T10:00:00,02:00:00,7476,103439,True,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-11T10:00:00,02:00:00,7489,103459,True,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-11T10:00:00,02:00:00,7493,103462,True,,
,435,19/FMA 09,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-11T10:00:00,02:00:00,7477,103444,True,,
,436,20/FMA 03,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-08-05T14:00:00,02:00:00,7769,103832,False,,
,436,20/FMA 03,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-08-12T14:00:00,02:00:00,7761,103815,True,,
,436,20/FMA 03,23581,Módulo F3 - Primeiros Socorros e Biossegurança,102711,Julio Cesar da Silva Campos,2020-08-19T14:00:00,02:00:00,7720,103745,False,,
,436,20/FMA 03,23581,Módulo F3 - Primeiros Socorros e Biossegurança,102711,Julio Cesar da Silva Campos,2020-08-26T14:00:00,02:00:00,7741,103789,False,,
,436,20/FMA 03,23581,Módulo F3 - Primeiros Socorros e Biossegurança,102711,Julio Cesar da Silva Campos,2020-08-26T14:00:00,02:00:00,7743,103794,False,,
,436,20/FMA 03,23581,Módulo F3 - Primeiros Socorros e Biossegurança,102711,Julio Cesar da Silva Campos,2020-08-26T14:00:00,02:00:00,7752,103803,False,,
,436,20/FMA 03,23581,Módulo F3 - Primeiros Socorros e Biossegurança,102711,Julio Cesar da Silva Campos,2020-09-09T14:00:00,02:00:00,7750,103802,False,,
,436,20/FMA 03,23581,Módulo F3 - Primeiros Socorros e Biossegurança,102711,Julio Cesar da Silva Campos,2020-09-30T14:00:00,02:00:00,7725,103757,True,,
,436,20/FMA 03,23581,Módulo F3 - Primeiros Socorros e Biossegurança,102711,Julio Cesar da Silva Campos,2020-09-30T14:00:00,02:00:00,7755,103806,False,,
,436,20/FMA 03,23581,Módulo F3 - Primeiros Socorros e Biossegurança,102711,Julio Cesar da Silva Campos,2020-10-14T14:00:00,02:00:00,7717,103741,True,,
,436,20/FMA 03,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2021-01-06T14:00:00,02:00:00,7729,103762,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7766,103828,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7765,103824,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7763,103818,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7764,103819,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7760,103811,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7747,103798,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7740,103776,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7737,103770,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7738,103773,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7735,103768,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7731,103766,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7730,103764,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7728,103760,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7723,103748,False,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7722,103747,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7721,103746,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7719,103743,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7718,103742,False,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7713,103736,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7712,103735,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7711,103733,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7710,103731,True,,
,436,20/FMA 03,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-03-10T14:00:00,02:00:00,7709,103730,False,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-05T19:00:00,02:00:00,7530,103494,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-19T19:00:00,02:00:00,7550,103549,False,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7518,103477,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7521,103479,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7523,103482,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7524,103486,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7527,102809,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7529,103492,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7532,103497,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7533,103499,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7535,103500,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7537,103504,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7538,103507,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7540,103510,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7541,103513,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7542,103515,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7544,103521,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7545,103525,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7546,103528,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7547,103538,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7548,103542,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7549,103546,True,,
,437,19/FMA 07,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2020-08-26T19:00:00,02:00:00,7553,103556,False,,
,438,20/FMA 02,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-10-22T10:00:00,02:00:00,7789,103891,True,,
,438,20/FMA 02,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-11-12T10:00:00,02:00:00,7796,103907,False,,
,438,20/FMA 02,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2020-12-17T10:00:00,02:00:00,7816,103931,True,,
